key,value
Lincoln Clay,1
Lilith (Borderlands),1
Dog- called Barkspawn,1
Asshole - Character,1
Evangelea Trevelyan,1
Commander Cullen (Dragon Age),1
Dorian Dragon Age,1
Lyvius Lavellan,1
Horux Lavellan,1
Faolan Lavellan,1
Fay Lavellan,1
(Marta (oc),1
Marius (OC),1
Auric (oc),1
Polara (Dragon Age),1
Male Cadash (Dragon Age),1
FtM Cadash,1
The Entire DAO Team,1
Draenei (Warcraft),1
Female Human(s) (Warcraft),1
Prophet | Prophetess (Enderal),1
Jespar Dal'Varek,1
Lishari Peghast,1
Tealor Arantheal,1
Calia Sakaresh,1
Lord Woolsey,1
Pretty much the whole crew - Character,1
Lasani Lavellan,1
Unali Lavellan,1
More characters later,1
Fenris's Mother,1
Ser Otto,1
Original Female Avvar Character,1
Sebastian's Brother,1
Kordillus Drakon,1
Orinna (Dragon Age),1
Haron (Dragon Age),1
Original Tal-Vashoth Characters,1
Roiya Lavellan,1
Plus the entire Inquisition Cast,1
the gang's all here of course but understandably this is the main focus,1
others eventually - Character,1
Waverly Earp,1
Nicole Haught,1
Gus McCready,1
Niamh Trevelyan,1
Multi-Trevelyans,1
Elisif the Fair,1
Eola,1
Kaie,1
Argis the Bulwark,1
Nadami,1
Eeyo,1
Sarutobi Hiruzen,1
Orochimaru (Naruto),1
Mizuki (Naruto),1
Sarutobi Konohamaru,1
Aburame Shino,1
Rock Lee,1
Hyuuga Neji,1
Tenten (Naruto),1
Sarutobi Asuma,1
Maito Gai | Might Guy,1
Inuzuka Kiba,1
Yuuhi Kurenai,1
Shiranui Genma,1
Umino Iruka,1
Momochi Zabuza,1
Haku (Naruto),1
Yagura (Naruto),1
Sanbi | Three-tails | Isobu,1
Yakushi Kabuto,1
Morino Ibiki,1
Tazuna (Naruto),1
Inari (Naruto),1
Tsunami (Naruto),1
Konohagakure | Hidden Leaf Village - Character,1
Vatu,1
Ulquiorra Cifer,1
Shimura Danzou,1
Yamanaka Fuu,1
Uchiha Mikoto,1
Uchiha Fugaku,1
Daedric Princes - Character,1
Original Daedric Character(s),1
and a large reindeer,1
Non Warden Cousland,1
Cirridwen Trevelyan,1
TOO MANY,1
Castis Vakarian,1
Solana Vakarian,1
Will add more as the story develops - Character,1
Tayce,1
Frakas,1
Ria (Elder Scrolls),1
All Origins will eventually be involved,1
From DAI not DAO just to make that clear,1
Adaia Tabris (Original Character),1
Random Lass From The Tavern,1
Iron Bull's laugh,1
Raul (OC),1
Male Elf Mage Inquisitor,1
Attano,1
Billie Lurk | Meagan Foster,1
Daud (Dishonored),1
Male!Morrigan,1
Non-Warden Mahariel,1
Faith (Spirit),1
Alix Caron,1
Forgotten One(s) (Dragon Age),1
Uchiha Shisui,1
self insert ocs - Character,1
original male qunari character,1
Yautja (Predator),1
Assorted Fereldan Nobility,1
random cameos from folk,1
More Characters from DA:O and DA:2 as the story progresses,1
The Storm Coast Dragon,1
Silverjack,1
Philliam A Bard!,1
Basilisk (Harry Potter),1
Samuel Drake,1
Rafe Adler,1
Solid Snake (Metal Gear),1
Kazuhira Miller (Metal Gear),1
Connor Kenway,1
Haytham Kenway,1
"David ""Hesh"" Walker",1
Logan Walker,1
Liquid Snake,1
Eli,1
Naked Snake,1
Basically all the DA:I chars,1
Skyrim chars in memories/flashbacks,1
Nolan Hawke,1
minor OC characters - Character,1
Gerin,1
That Surgeon in Skyhold,1
Sergeant Alia,1
Sutherland's Company (Dragon Age),1
Bethann Walker (Dragon Age),1
Fenrir Lavellan,1
Original RK800,1
Female Fenris - Character,1
half elf hawke,1
Original Elven Characters,1
Sentinals - Character,1
Main Character (Mystic Messenger),1
Rebecca Crane,1
Shaun Hastings,1
Lucy Stillman,1
Your Good Pal Google,1
Alucard (Hellsing),1
Male Wizard (Diablo III),1
Elizabeth Greene,1
Satoshi's Pikachu | Ash Ketchum's Pikachu,1
Satoshi | Ash Ketchum,1
Takeshi | Brock,1
Kasumi | Misty,1
Gardie | Growlithe,1
The Biju,1
Ashen One (Dark Souls),1
Soul of Cinder (Dark Souls),1
Fire Keeper (Dark Souls),1
The Painter (Dark Souls),1
Literally the whole crew,1
Moira Theirin,1
Alex Hawke,1
Urtok Cadash (OC),1
Aelon Lavellan (OC),1
Claudia Trevelyan (OC),1
Fade Demon(s) (Dragon Age),1
Others TBD - Character,1
Fen'Harel | Solas | Solemn,1
Lynquisitor,1
Tranquil Arm,1
Norina Hawke,1
three soldiers that know everything,1
Elfa Lavellan,1
Toro de Hierro,1
Corifeus,1
Minor Character Focus,1
A Mystery Man,1
Korbin (Dragon Age),1
Miles the Dog,1
Inquisitor family,1
Lavellan family - Character,1
Original Solavellan Children,1
Mage Underground - General,1
Mage Inquisitor - Talasa Adaar,1
Male Drake,1
Mirrin,1
Greigor,1
Qi'ra (Star Wars),1
Male Nord Dovahkiin| Dragonborn,1
Female Snow Elf Dovahkiin | Dragonborn,1
Sil - Character,1
Tamsyn Ashworth,1
Shaun,1
Connie Kellogg,1
Michael Townley,1
Male Boss,1
Ra’Cha,1
Luvie,1
Errion Thilinaine,1
Shaundi,1
Asha Odekar,1
Cid,1
Zinyak,1
Pierce Washington,1
Benjamin King,1
Keith David,1
Calna Thilinaine,1
Nelyn Ramoran,1
Christoper Redfield,1
Claire Redfield,1
Jill Valentine,1
Barry Burton,1
Brad Vickers,1
Rebecca Chambers,1
Leon S. Kennedy,1
Helena Harper,1
Hyuga,1
Mysaki Kirishima,1
William Birkin,1
Annette Birkin,1
Albert Wesker,1
more to be mentioned,1
Ghyslain de Carrac,1
Caridin Tabris,1
Kalli Lavellan Rutherford,1
Lord of the Wood,1
Fen'Harold,1
Pecado,1
cameos from pretty much everyone,1
Qun Loyal Iron Bull,1
Merrill Mahariel,1
My OC Eden Drake,1
All wardens,1
Agents of Fen'heral,1
Rikke Trevelyan,1
Maxwell Trevelyn,1
Cassandra Pentagast,1
basically the entire Dragon Age cast including all the companions,1
Siael (the original character),1
Zephyr the Griffon,1
all hawke siblings are here,1
the whole Kirkwall gang,1
Gender Fluid Tabris,1
Secondary: - Character,1
Huna (OC),1
(everyone makes an appearance),1
Daniel Lavellan,1
Male Herald of Andraste,1
Faunras Yue,1
Mannon Lethold,1
Isolde Maulin,1
Ryker Strauss,1
Female Human Noble,1
Rogue Warden - Character,1
Male Lavellan(s),1
Lavellan Parents - Character,1
Avallac'h's lover,1
buncha OCs,1
Bodahn's Wife,1
Res (OC),1
Minor game characters given bigger role,1
Nnoitra Gilga,1
Tesla Lindocruz,1
Black Divine (Dragon Age),1
Cul Rutherford,1
Evi Trevelyan,1
Lyssy Mahariel,1
MHawke,1
Amjad Brangwen,1
Aislinn Brangwen,1
Calledan Brangwen,1
Mairead Shallan,1
Gabriel Marlowe,1
Shandi Adaar,1
elf-blooded - Character,1
Lady Emmald (Dragon Age),1
Pel Harmond,1
Inquisitor Cameron Lavellan,1
and his kid sister Samira,1
Inquisitor Cadash (mentioned),1
Matthew Presley,1
Miaowlessa of Kittenmarsh - Character,1
Elde,1
Gamlen/Barkspawn,1
Warden Loghain Mac Tir,1
Original Zevran-Mahariel Child(ren) (Dragon Age),1
Female Mahariel Mentioned,1
Mahariel Family,1
Thedosian(s),1
Qunari Characters,1
mostly OCs - Character,1
Signy Trevelyan - Character,1
Basically All The People,1
Everyone's Invited,1
ALL THE CAMEOS - Character,1
Tevinter(s) (Dragon Age),1
No One,1
Athenna Lavellan,1
Madeline Amell,1
Gwendolyn Tabris,1
Elaina (Dragon Age),1
Julius Caesar,1
Characters related to dragon age,1
Characters from Inspired story,1
Lord Albrecht (Dragon Age),1
goats - Character,1
Mage Undeground,1
Kya Trevelyan,1
Seren Trevelyan,1
Bodahn mentioned,1
bad parents - Character,1
Original Female Cousland Character,1
OCs (Fog Warriors),1
The man of your choice,1
Cadfael Cousland,1
Lealos,1
Female Mahariel (mentions),1
Leliana (mentions),1
afro duck?,1
Elizabeth Lavellan,1
Ryuugazaki Rei,1
Edward Cullen,1
Elizabeth Bennet,1
Christian Grey,1
Hamlet,1
Holden Caulfield,1
Aniketos Tabris,1
Abigail Westerkamp,1
unknown woman - Character,1
Alma,1
Iris,1
Æfleda,1
Thora,1
Arlan,1
Adriane,1
Brunnhilde | Valkyrie (Marvel),1
Wycome Red Jenny,1
Everyone else is just a mention - Character,1
Valaria D'Evaliste,1
Female Human Inquisitor (NOT a Trevelyan),1
King Alistair (cameo),1
Rosslyn Cousland,1
Xanxus (Reborn),1
Rhynn,1
a crap ton of elves,1
everyone and their mother is in this okay?,1
Varen Aquilarios,1
Lyris Titanborn,1
Female Imperial,1
Emerald Knights - Character,1
Pretty Much Everyone (Dragon Age),1
NB Hawke - Character,1
Cullen/OC - Character,1
Iron Bull/OC - Character,1
Original Trevelyans,1
Philliam the Bard!,1
Heroes of the Fifth Blight,1
Amaranthine Crew,1
Kirkwall Brigade,1
Naya Surana,1
Poppy Pomfrey,1
Fawkes (Harry Potter),1
Sai (Naruto),1
Yamanaka Inoichi,1
Yamanaka Ino's Mother,1
Basically the whole cast,1
All characters (mostly) - Freeform - Character,1
Cassander,1
Merideth,1
Evuna,1
Claire Novak,1
Rylan (dragon age),1
Rowena MacLeod,1
Jack Kline,1
Mary Winchester,1
Female Inquisitor Trevelyan,1
Original Character(s) of Color,1
Original Latinx Character,1
Jayla Shepard | Jayla Trevelyan,1
Marion Ravenwood,1
Original Female Spirit Character,1
Eugene Fitzherbert | Flynn Rider,1
Rapunzel (Disney),1
Gothel (Disney),1
Non-Inquisitor Original Character,1
Ser Blackwall,1
some other unfortunate Inquisition soldiers,1
Baizyl Harrowmont,1
Renvil Harrowmont,1
Beast,1
Adeline Trevelyan,1
Drace the inquisitor,1
everyone makes a cameo,1
cullen's inability to talk to women,1
Almost Everyone,1
Inquisition Scout (Original Character),1
Yavanna,1
The Hist (Elder Scrolls),1
They are all there,1
Don't worry - Character,1
Athenril (Dragon Age),1
Aveline Valen,1
female sabrae,1
Mystery Wolf - Character,1
OC - Errol Kerr,1
OC - Dr. Albert Kensington,1
thats rite the gangs all here,1
listed in order of appearance not importance,1
special guest star:,1
Elisabeth Kardon,1
Original Female Herald,1
Delilah Buck,1
Huvin,1
Valentin Koller,1
Caterina Garrido-Koller,1
Valothra Surana,1
Original Trevelyan Characters,1
Cullard,1
Shepllen,1
Commander Squared,1
imryll lavellan,1
Aneirin (Dragon Age),1
Imira Trevelyan,1
Bunch of OCs,1
Hawke twins (not Bethany and Carver),1
Dragonborn Bard,1
Wood Elf Druid,1
Human Monk,1
Dwarf Paladin - Character,1
Female Watcher (Pillars of Eternity),1
The Illidari Slayer (Warcraft),1
Female Blood Elf | Elves (Warcraft),1
Liana Lavellan (Inquisitor),1
Arahel Lavellan (OC),1
Baqoun (OC),1
Maraas-lok (OC),1
Mathelina,1
Young!Inquisitor - Character,1
an assortment of OCs,1
and pretty much the whole inquisition cast at some point,1
Padril Mahariel,1
Greg Adams,1
Charles Pressly,1
Cortana (Halo),1
Jack Harper (Mass Effect),1
Loren (Dragon Age),1
Bann Fagen Trevelyan,1
Lady Valerie Trevelyan,1
Lydia Rochelle,1
Marek Rochelle,1
Romeria of Norrath,1
It's pretty much everyone honestly,1
Ensemble Cast - Character,1
Vanora Valeri,1
Lucius Valeri,1
Otho Agnostos,1
Colin (Legend of Zelda),1
Liam Lavellan,1
and cullen's dog,1
Female Cadash (mentioned),1
Powers That Be,1
Alessa,1
Dudu,1
First - Character,1
Nevan,1
Zefwyn,1
Myfa Rhonwen,1
Grim Onwig,1
Akara (Kingdoms of Amalur),1
Padrig Dower,1
Helga Swanwhite,1
Deirdre Gwint,1
Rast Brattigan,1
Cydan,1
Iljrene Lavellan,1
The First,1
Rowan Hawke,1
Rhita,1
Penelope,1
with mentions of various others,1
Original Lavellan Character(s),1
Female Mage Not-Inquisitor,1
The Usual Cast,1
Bevin Delanay,1
Nichole Sinclaire,1
OC - Bryony Wolfe,1
OC - Celandine Wolfe,1
Tal-Vashoth Character(s) (Dragon Age),1
Dorian's Family,1
Original Side Characters - Character,1
Vairë Mahariel,1
Original Non-Inquisitor Characters,1
a hart named Sachi,1
a cat named Timothy,1
a lot of people don't come in until later,1
Mentioned Anders - Character,1
minor Dragon Age Characters,1
Galya Amell,1
Others may be added,1
Knight-Commander Glavin,1
Flora Harimann (Dragon Age),1
Ruxton Harimann (Dragon Age),1
Brett Harimann (Dragon Age),1
Allure (Desire Demon),1
Comte Guillaume de Launcet (Dragon Age),1
Decimus (Dragon Age),1
Marie,1
Talc,1
Original Female Mage Character(s),1
Princess Fabs,1
Lady Maria,1
Doshiel Lavellan,1
Marius Hawke,1
fluff eventually - Character,1
Mama Lavellan - Character,1
Justice!Karl Thekla,1
Witchunter!Fenris,1
Portgas D. Ace,1
and most of the Inquisition crew,1
Nan (Dragon Age),1
Nihlus Kryik,1
Warden Commander (Awakenings),1
the whole da:i gang at some point,1
everyone will show up at some point,1
Original Elf Child Character(s),1
more to come as the story progresses,1
Aquina Pavus,1
Sophia Trevelyan,1
Valynne Mahariel,1
even if they aren't tagged directly,1
assume they're there,1
original female vashoth character(s),1
Eliza Cousland (OC),1
Meril,1
Wynne's Spirit,1
Advisors - Character,1
all of 'em,1
every Skyhold resident at some point probably,1
Max - Kai's mabari,1
Tamsin,1
Eleanor Barris (OC),1
Lyssa Cousland (OC),1
Alex Trevelyan (OC),1
Ada Buttlefort,1
Habren Trevelyan,1
Mina (OC),1
Ariane Rutherford,1
Evan Rutherford,1
Michael Rutherford,1
Cora Harding,1
Wulfram Harding,1
Heimdall (Marvel),1
Tabitha (Minor Character),1
Mythal's Servants,1
Romance - Character,1
This Lavellan is a Dumpster fire,1
Divine Vivienne - Character,1
Dead Hero of Ferelden,1
Dead Hawke,1
Elf ladies who support eachother,1
Solas absent and definitely up to something no good,1
Raphael Trevelyan,1
Vex (Elder Scrolls),1
Aidan (OC),1
Imira Trevelyan (Female Inquisitor),1
Merrill mentioned,1
Dog is Called Wrex,1
Original Female Character(s) - Erin MacNamara,1
Male Inquisitor (Dragon Age) - Doshiel Lavellan,1
Arl Teagan (Dragon Age),1
DA:I Characters,1
DA:2 Characters,1
DA:O Characters,1
Female de Ghislain,1
I'll update this as I add people,1
Dragon age NPCs,1
(others i will add when i remember them),1
Dancer of the Boreal Valley (Dark Souls),1
BakuHaku,1
Wyrmhold Thane,1
Ziana Lavellan,1
Cremissius “Krem” Aclassi,1
oc: Shea Tabris,1
oc: Marian Amell,1
Adela,1
Ox,1
Female Elf de Ghislain,1
Laurent de Ghislain (Dragon Age),1
Lady de Lydes (Dragon Age),1
Calienne de Ghislain,1
Mentions of Leandra Hawke,1
Mentions of Bethany Hawke,1
The Elvhen Pantheon,1
Bell Lavellan,1
Blue Bell,1
literally every character,1
Human Warden (Dragon Age),1
the Arishock,1
Totally Not Fen'Harel,1
Killian Tabris,1
Ashton Hawke,1
Tailesin Tabris,1
Taerion Montilyet,1
Iovra Lavellan,1
Nalwyn Rutherford,1
Askhari Adaar,1
Holst Trevelyan,1
Raina Trevelyan,1
Aunna Brosca,1
Juliette Chauvin,1
Mardra Amell,1
Halward Pavus (mention),1
Selvaneth,1
Original Character FKeeper,1
holy fuck that's a lot of tags for four people,1
Alysanne,1
Serah,1
Miraak (Elder Scrolls),1
Jyggalag,1
AND A WHOLE LOT MORE,1
Noella Cousland,1
"and the whole rest of the ""let's go and save thedas""-losers",1
starring: - Character,1
and a lot of other burned chicken nuggets,1
Emil Trevelyan,1
Lucien (OC),1
mentions of Bethany and Malcolm Hawke,1
Neloth (mentioned),1
Barbas (Elder Scrolls),1
Ondolemar (Elder Scrolls),1
Haskill (Elder Scrolls),1
Revas Sulahn'nan,1
Yarathim Sulahn'nan,1
ok tbh the whole gang is here,1
Mesara Trevelyan,1
Damaia Adaar,1
Solavellis Tabris,1
Bears - Character,1
Vael Family (Dragon Age),1
Veronica Santangelo,1
Purpose - Character,1
Revas Tabris,1
Markov Cousland,1
A random Revered Mother,1
Cera (Dragon Age),1
Dark!Amell,1
Original Character - Felicita,1
The Forbidden Ones - Character,1
Dorian Pavus (beginning),1
Alda Trevelyan,1
female lavellan warrior,1
micka burnam,1
Jones burnam,1
Gordian - Character,1
Male Purple Hawke,1
probably more people in there i forgot,1
Katya Volskaya,1
Orignal Fenris child,1
Lita Surana,1
Maggie Amell,1
Tau Sulahn'nan,1
more when updated probably,1
Bethan - Character,1
lieutenant Cruise,1
Wystan,1
Arahiel Lavellan,1
Haleir Lavellan,1
Taralyn Lavellan,1
Maeve Herrschaft,1
"Aaren ""Haruko"" Ruskin",1
Literally Freaking Everyone,1
Astrophel Cousland,1
Ilta'nan Mahariel,1
Carl Johnson,1
Ness,1
Brian Johnson,1
Dave Strider,1
Jade Harley,1
Tavros Nitram,1
Belarus (Hetalia: Axis Powers),1
Yuri (Red Alert 2),1
Kane (Command And Conquer),1
Czesio,1
Anusiak,1
Maślana,1
Konieczko,1
Simon,1
Nia Teppelin,1
Purplish Hawke - Character,1
Original Wardens,1
Martin of Highever,1
Martin of Highever (Original Character),1
Not All Characters Present Yet,1
Solana Surelle,1
Ryaden Durante,1
Circle Magi,1
Anders (minor),1
Original Tal-Vashoth Character,1
Vanyel the Nug,1
Isana Cadash - Character,1
Athras Lavellan,1
Cullen Rutherford's self loathing,1
Zevran Arainai (Dragon Age),1
Cassandra Pentaghast (Dragon Age),1
Aveline Vallen (Dragon Age),1
Sebastian Vael (Dragon Age),1
Various Others...,1
Amara (Supernatural),1
Naomi (Supernatural),1
Me,1
Ensign Copeland,1
Bethany Westmoreland,1
Sarah Campbell,1
Percy Surana,1
Marcus Exieron,1
Lieutenant Ren,1
Harding,1
The Lay Warden (Dragon Age),1
Anders (Dragon Age) (offscreen),1
Paivel (Dragon Age),1
The entire trope,1
OCs!,1
Elves... so many elves,1
Fen'Din Surana,1
Original Non-Warden Elf,1
Original Non-Warden Mage,1
Lexa Adaar,1
Morrigan (Mention),1
The Evanuris (Mentioned),1
Elvhen Inquisitor,1
Vaughn (Dragon Age),1
Lackeys,1
Faye Trevelyan,1
Ser Donall (Dragon Age),1
Simulacrum,1
Warden Duncan,1
Talon (League of Legends),1
"Luxanna ""Lux"" Crownguard",1
Ezreal (League of Legends),1
Janna (League of Legends),1
Garen Crownguard,1
Sailor Moon - Character,1
Sailor Scouts,1
Usagi Tsukino,1
Princess Serenity,1
Tuxedo Mask,1
Fruits Basket Characters,1
Cross Yuuki,1
Kuran Kaname,1
Kiryuu Zero,1
Rivaldir Lavellan - Character,1
Camilla Hawke,1
Helena Hawke - Character,1
Kaariss (Dragon Age),1
Katoh (Dragon Age),1
Dalish Elves(Mentioned),1
Ser Agatha (Dragon Age),1
Helena (Dragon Age),1
Every character I can squeeze in basically,1
that assassin dude,1
you know the one - Character,1
Jacen Trevalyan,1
all the evanuris,1
Cremesius “Krem” Aclassi,1
Sky Watcher (Amund),1
dragon age sera,1
Blackwall pre-revelations,1
lots and lots of Original characters,1
Somewhat self insert,1
Basically I'm not trying to not make it a self insert.,1
Azriel Trevelyan,1
Morwen Trevelyan,1
Thoryn Cousland,1
mahonan lavellen,1
Divine Justinia/Mother Dorothea,1
assorted others from canon,1
Male Hawke (Referenced),1
Narrator,1
...... - Character,1
all of them?,1
Jowan|Levyn,1
Senechal Varel,1
Svera Cousland,1
Summyr Cousland,1
Terrin Mahariel,1
Fen Tabris,1
Lilith Amell,1
Ser Roland|Rory Gilmore,1
Sunny the fearsome warhound,1
Rain the fearsome warhound,1
Dane the fearsome warhound,1
Maraas (Dragon Age),1
Orana (Mentioned),1
Bhodan (Mentioned),1
Kise Ryouta,1
Sebastian Michaelis,1
Levi ackerman,1
Athran Lavellan,1
Cullen ru,1
Senna (Avatar),1
Blackfire,1
Terra,1
Ms. Harshwhinny,1
Octavia,1
Sonata Dusk,1
Aria Blaze,1
Riyo Chuchi,1
Barriss Offee,1
Juri Han,1
Chun-Li,1
Kiryuuin Satsuki,1
Matoi Ryuuko,1
Tenoh Haruka | Sailor Uranus,1
Meiou Setsuna | Sailor Pluto,1
Kaiou Michiru | Sailor Neptune,1
Fox McCloud,1
Morrigan Aensland,1
Poison Ivy,1
Harleen Quinzel,1
Jasper (Steven Universe),1
Garnet (Steven Universe),1
Daria Morgendorffer,1
Jane Lane,1
Brittany Taylor,1
Kate Marsh,1
Makino Ruki | Rika Nonaka,1
Twilight Sparkle,1
Moondancer (My Little Pony),1
Sunset Shimmer,1
Principal Abacus Cinch,1
Fluttershy (My Little Pony),1
Ganondorf (Legend of Zelda),1
Mipha (Legend of Zelda),1
Souryuu Asuka Langley,1
Rei,1
Vaan,1
Flash Sentry,1
Pinkie Pie,1
Male My Unit | Avatar | Kamui | Corrin,1
Cassandra Cain,1
Stephanie Brown,1
Kusanagi Motoko,1
Helen Morgendorffer,1
Kurusu Akira,1
Takemi Tae,1
Menat,1
Rose (Street Fighter),1
Elena (Street Fighter),1
Urbosa (Legend of Zelda),1
Okumura Haru,1
noble inquisitor,1
Will add more as we go - Character,1
Karasten (Dragon Age),1
Karashok (Dragon Age),1
Da'ean Lavellan,1
also Cullen is there briefly but as a terrible person so let's keep this out of his tag,1
Empress Celene Valmont,1
other characters who's rolls are too small to be worth tagging,1
Salvatore Amell,1
Philliam the Bard Trevelyan,1
basically everyone at some point,1
Original Latina Character,1
any inquisitor works! (I think..! she's female though),1
but it's literally just them 2 through the entire thing save for a very brief cameo from harding,1
Kjarval Blight-Foe,1
Plus the usual cast of companions etc,1
Stephan Cousland,1
Aida Lavellan,1
Others coming soon,1
rasco lavellan,1
leliana nightengale,1
Jojo Samuels,1
mention of Dorian Pavus - Character,1
mention of Iron Bull - Character,1
Later on - Character,1
He's one of my faves,1
OCs (Hawke & Anders' twin children),1
OC Bethany Leandra Hawke (Hawke & Anders' daughter),1
OC Malcolm Anders Hawke (Hawke & Anders' son),1
Kina Tabris,1
Lindera Tabris,1
Arvaarad (Dragon Age),1
Tobrius (Dragon Age),1
Hayder (Dragon Age),1
Alex Smith (Yogscast),1
Ross Hornby,1
Chris Trott,1
Clemence (Dragon Age),1
Talia Cousland,1
Mother Cousland,1
Danarius mentioned,1
Halward Pavus mention,1
leliana voice: and many others,1
eala arnal(oc),1
lots of companions,1
twin Mahariel brothers (ocs),1
The Last Titan (Dragon Age),1
references to: - Character,1
Dorian Pavus/Iron Bull (Background) - Character,1
Isabela/Aveline (just a teensy tiny bit),1
Evan the Inquisitor,1
lilac hawke - Character,1
Peebee (Mass Effect),1
Suvi Anwar,1
Kallo Jath,1
other cameos I guess - Character,1
but thats the main #squad,1
